age,college,draft_year,draft_round,draft_number,player_name,player_height,team_abbreviation
9214,25.0,Ohio U.,Undrafted,Undrafted,Undrafted,Maurice Ndour,205.74,NYK
9215,37.0,St. John's (NY),1999,1,16,Metta World Peace,200.66,LAL
9216,25.0,Illinois,2012,1,11,Meyers Leonard,215.9,POR
9217,28.0,Kansas State,2008,1,2,Michael Beasley,208.28,MIL
9218,25.0,Syracuse,2013,1,11,Michael Carter-Williams,198.12,CHI
9219,25.0,Syracuse,2016,2,49,Michael Gbinije,200.66,DET
9220,23.0,Kentucky,2012,1,2,Michael Kidd-Gilchrist,200.66,CHA
9221,29.0,Ohio State,2007,1,4,Mike Conley,185.42,MEM
9222,36.0,Duke,2002,1,3,Mike Dunleavy,205.74,ATL
9223,27.0,Duke,2013,1,22,Mason Plumlee,210.82,DEN
9224,39.0,None,1999,2,57,Manu Ginobili,198.12,SAS
9225,27.0,Michigan,Undrafted,Undrafted,Undrafted,Manny Harris,195.58,DAL
9226,20.0,Florida State,2016,1,19,Malik Beasley,195.58,DEN
9227,21.0,None,2015,1,4,Kristaps Porzingis,220.98,NYK
9228,23.0,UCLA,2014,1,30,Kyle Anderson,205.74,SAS
9229,36.0,Creighton,2003,2,51,Kyle Korver,200.66,CLE
9230,31.0,Villanova,2006,1,24,Kyle Lowry,182.88,TOR
9231,27.0,Norfolk State,2012,2,49,Kyle O'Quinn,208.28,NYK
9232,29.0,Duke,2011,2,33,Kyle Singler,203.2,OKC
9233,24.0,Gonzaga,Undrafted,Undrafted,Undrafted,Kyle Wiltjer,208.28,HOU
9234,25.0,Duke,2011,1,1,Kyrie Irving,190.5,CLE
9235,31.0,Texas,2006,1,2,LaMarcus Aldridge,210.82,SAS
9236,25.0,Pittsburgh,2014,2,48,Lamar Patterson,195.58,ATL
9237,26.0,Cincinnati,2010,2,40,Lance Stephenson,195.58,IND
9238,29.0,Duke,Undrafted,Undrafted,Undrafted,Lance Thomas,203.2,NYK
9239,25.0,Saint Joseph's,Undrafted,Undrafted,Undrafted,Langston Galloway,187.96,SAC
9240,24.0,Wyoming,2015,1,27,Larry Nance Jr.,205.74,LAL
9241,28.0,Virginia Commonwealth,2010,1,15,Larry Sanders,210.82,CLE
9242,28.0,Temple,2011,2,50,Lavoy Allen,205.74,IND
9243,32.0,None,2003,1,1,LeBron James,203.2,CLE
9244,34.0,None,2003,1,28,Leandro Barbosa,190.5,PHX
9245,30.0,None,2005,2,45,Lou Williams,185.42,HOU
9246,30.0,UCLA,2008,2,37,Luc Mbah a Moute,203.2,LAC
9247,24.0,None,2013,1,16,Lucas Nogueira,213.36,TOR
9248,37.0,None,2002,2,55,Luis Scola,205.74,BKN
9249,28.0,Nevada,2010,1,16,Luke Babbitt,205.74,MIA
9250,32.0,Duke,2004,1,7,Luol Deng,205.74,LAL
9251,21.0,Syracuse,2016,1,22,Malachi Richardson,198.12,SAC
9252,24.0,Virginia,2016,2,36,Malcolm Brogdon,195.58,MIL
9253,28.0,Virginia Tech,Undrafted,Undrafted,Undrafted,Malcolm Delaney,190.5,ATL
9254,37.0,Florida,2000,1,5,Mike Miller,203.2,DEN
9255,25.0,None,2013,2,47,Raul Neto,185.42,UTA
9256,25.0,Bucknell,2013,2,44,Mike Muscala,210.82,ATL
9257,22.0,Virginia,Undrafted,Undrafted,Undrafted,Mike Tobey,213.36,CHA
9258,22.0,Kentucky,Undrafted,Undrafted,Undrafted,Aaron Harrison,198.12,CHA
9259,21.0,Arizona,2014,1,4,Aaron Gordon,205.74,ORL
9260,32.0,Oregon,2007,1,26,Aaron Brooks,182.88,IND
9261,24.0,Purdue,2016,2,46,AJ Hammons,213.36,DAL
9262,28.0,Ohio State,2008,1,23,Kosta Koufos,213.36,SAC
9263,27.0,Washington State,2011,1,11,Klay Thompson,200.66,GSW
9264,25.0,Texas A&M,2012,2,39,Khris Middleton,203.2,MIL
9265,21.0,UCLA,2015,1,30,Kevon Looney,205.74,GSW
9266,27.0,Le Moyne,2010,1,17,Kevin Seraphin,208.28,IND
9267,28.0,UCLA,2008,1,5,Kevin Love,208.28,CLE
9268,28.0,Texas,2007,1,2,Kevin Durant,205.74,GSW
9269,24.0,Georgia,2013,1,8,Kentavious Caldwell-Pope,195.58,DET
9270,26.0,Michigan State,2014,1,15,Adreian Payne,208.28,MIN
9271,27.0,Old Dominion,Undrafted,Undrafted,Undrafted,Kent Bazemore,195.58,ATL
9272,27.0,Connecticut,2011,1,9,Kemba Walker,185.42,CHA
9273,21.0,Kansas,2015,1,15,Kelly Oubre Jr.,200.66,WAS
9274,24.0,California-Santa Barbara,Undrafted,Undrafted,Undrafted,Alan Williams,203.2,PHX
9275,26.0,Gonzaga,2013,1,13,Kelly Olynyk,213.36,BOS
9276,22.0,None,2016,2,54,Kay Felder,175.26,CLE
9277,26.0,San Diego State,2011,1,15,Kawhi Leonard,200.66,SAS
9278,21.0,Kentucky,2015,1,1,Karl-Anthony Towns,213.36,MIN
9279,24.0,Clemson,2014,2,32,KJ McDaniels,198.12,BKN
9280,22.0,None,2014,1,16,Jusuf Nurkic,213.36,POR
9281,21.0,Duke,2015,1,10,Justise Winslow,200.66,MIA
9282,28.0,Washington,Undrafted,Undrafted,Undrafted,Justin Holiday,198.12,NYK
9283,27.0,Richmond,2011,2,32,Justin Harper,208.28,PHI
9284,27.0,Morehead State,2011,1,22,Kenneth Faried,203.2,DEN
9285,31.0,Florida,2007,1,3,Al Horford,208.28,BOS
9286,32.0,None,2004,1,15,Al Jefferson,208.28,IND
9287,26.0,Wake Forest,2010,1,8,Al-Farouq Aminu,205.74,POR
9288,28.0,Duke,2012,1,26,Miles Plumlee,210.82,CHA
9289,27.0,None,Undrafted,Undrafted,Undrafted,Mindaugas Kuzminskas,205.74,NYK
9290,31.0,None,Undrafted,Undrafted,Undrafted,Mirza Teletovic,205.74,MIL
9291,31.0,None,2005,2,40,Monta Ellis,190.5,IND
9292,23.0,Louisville,2015,2,32,Montrezl Harrell,203.2,HOU
9293,21.0,Texas,2015,1,11,Myles Turner,210.82,IND
9294,29.0,None,2010,2,35,Nemanja Bjelica,208.28,MIN
9295,34.0,None,2002,1,7,Nene,210.82,HOU
9296,23.0,Kentucky,2013,1,6,Nerlens Noel,210.82,DAL
9297,36.0,Kansas,2003,1,12,Nick Collison,208.28,OKC
9298,32.0,Southern California,2007,1,16,Nick Young,200.66,LAL
9299,28.0,None,2008,1,25,Nicolas Batum,203.2,CHA
9300,24.0,None,Undrafted,Undrafted,Undrafted,Nicolas Brussino,203.2,DAL
9301,27.0,None,Undrafted,Undrafted,Undrafted,Nicolas Laprovittola,193.04,SAS
9302,23.0,Michigan,2014,1,8,Nik Stauskas,198.12,PHI
9303,22.0,None,2014,2,41,Nikola Jokic,208.28,DEN
9304,26.0,None,2011,1,23,Nikola Mirotic,208.28,CHI
9305,26.0,Southern California,2011,1,16,Nikola Vucevic,213.36,ORL
9306,21.0,Indiana,2014,1,9,Noah Vonleh,205.74,POR
9307,24.0,UCLA,2015,2,46,Norman Powell,193.04,TOR
9308,28.0,Cleveland State,2011,1,28,Norris Cole,187.96,OKC
9309,24.0,Florida State,Undrafted,Undrafted,Undrafted,Okaro White,203.2,MIA
9310,30.0,None,2008,2,36,Omer Asik,213.36,NOP
9311,29.0,None,2009,1,23,Omri Casspi,205.74,MIN
9312,24.0,Georgetown,2013,1,3,Otto Porter Jr.,203.2,WAS
9313,32.0,Texas,2006,2,35,PJ Tucker,198.12,TOR
9314,23.0,New Mexico State,2016,1,27,Pascal Siakam,205.74,TOR
9315,28.0,Virginia,2012,2,43,Mike Scott,203.2,ATL
9316,20.0,UNLV,2015,1,17,Rashad Vaughn,198.12,MIL
9317,33.0,Villanova,2006,1,7,Randy Foye,193.04,BKN
9318,31.0,Nevada,2007,2,56,Ramon Sessions,190.5,CHA
9319,24.0,Texas A&M,Undrafted,Undrafted,Undrafted,Danuel House,200.66,WAS
9320,21.0,None,2014,1,5,Dante Exum,198.12,UTA
9321,30.0,Villanova,2009,2,33,Dante Cunningham,203.2,NOP
9322,30.0,North Carolina,2009,2,46,Danny Green,198.12,SAS
9323,28.0,None,2008,1,6,Danilo Gallinari,208.28,DEN
9324,23.0,Villanova,Undrafted,Undrafted,Undrafted,Daniel Ochefu,210.82,WAS
9325,31.0,None,Undrafted,Undrafted,Undrafted,Damjan Rudez,208.28,ORL
9326,26.0,Weber State,2012,1,6,Damian Lillard,190.5,POR
9327,22.0,Vanderbilt,2016,1,30,Damian Jones,213.36,GSW
9328,36.0,Duke,2003,1,20,Dahntay Jones,198.12,CLE
9329,29.0,Texas,2008,1,9,D.J. Augustin,182.88,ORL
9330,21.0,Ohio State,2015,1,2,D'Angelo Russell,195.58,LAL
9331,23.0,None,2014,1,12,Dario Saric,208.28,PHI
9332,24.0,None,Undrafted,Undrafted,Undrafted,Cristiano Felicio,205.74,CHI
9333,25.0,Texas,2011,1,29,Cory Joseph,190.5,TOR
9334,31.0,Florida,2007,1,7,Corey Brewer,205.74,LAL
9335,28.0,Kansas,2010,1,11,Cole Aldrich,210.82,MIN
9336,24.0,Indiana,2013,1,4,Cody Zeller,213.36,CHA
9337,23.0,None,2014,1,25,Clint Capela,208.28,HOU
9338,21.0,Nevada-Las Vegas,Undrafted,Undrafted,Undrafted,Christian Wood,210.82,CHA
9339,32.0,Wake Forest,2005,1,4,Chris Paul,182.88,LAC
9340,22.0,Syracuse,2015,1,29,Chris McCullough,205.74,WAS
9341,38.0,Blinn,Undrafted,Undrafted,Undrafted,Chris Andersen,208.28,CLE
9342,20.0,Louisville,2016,2,37,Chinanu Onuaku,208.28,HOU
9343,20.0,Kansas,2016,2,33,Cheick Diallo,205.74,NOP
9344,24.0,Stanford,Undrafted,Undrafted,Undrafted,Chasson Randle,187.96,NYK
9345,31.0,Western Kentucky,2008,1,22,Courtney Lee,195.58,NYK
9346,29.0,Kansas,2008,1,27,Darrell Arthur,205.74,DEN
9347,29.0,UCLA,2009,1,21,Darren Collison,182.88,SAC
9348,24.0,Villanova,2015,2,38,Darrun Hilliard,198.12,DET
9349,39.0,None,1998,1,9,Dirk Nowitzki,213.36,DAL
9350,25.0,Syracuse,2012,1,4,Dion Waiters,193.04,MIA
9351,20.0,Maryland,2016,2,40,Diamond Stone,210.82,LAC
9352,20.0,Michigan State,2016,2,31,Deyonta Davis,208.28,MEM
9353,27.0,Southern California,Undrafted,Undrafted,Undrafted,Dewayne Dedmon,213.36,SAS
9354,34.0,Wisconsin,2004,1,5,Devin Harris,190.5,DAL
9355,20.0,Kentucky,2015,1,13,Devin Booker,198.12,PHX
9356,26.0,Arizona,2011,1,2,Derrick Williams,203.2,CLE
9357,28.0,Memphis,2008,1,1,Derrick Rose,190.5,NYK
9358,20.0,Nevada-Las Vegas,Undrafted,Undrafted,Undrafted,Derrick Jones Jr.,200.66,PHX
9359,25.0,Georgia Tech,2010,1,3,Derrick Favors,208.28,UTA
9360,33.0,Illinois,2005,1,3,Deron Williams,190.5,CLE
9361,23.0,Michigan State,2016,1,14,Denzel Valentine,198.12,CHI
9362,23.0,None,2013,1,17,Dennis Schroder,185.42,ATL
9363,22.0,Notre Dame,2016,2,45,Demetrius Jackson,185.42,BOS
9364,25.0,Utah,2015,1,20,Delon Wright,195.58,TOR
9365,20.0,Washington,2016,1,29,Dejounte Murray,195.58,SAS
9366,30.0,Missouri,2009,1,27,DeMarre Carroll,203.2,TOR
9367,26.0,Kentucky,2010,1,5,DeMarcus Cousins,210.82,NOP
9368,27.0,Southern California,2009,1,9,DeMar DeRozan,200.66,TOR
9369,22.0,Saint Joseph's,2016,1,21,DeAndre' Bembry,198.12,ATL
9370,29.0,Kentucky,2011,2,53,DeAndre Liggins,198.12,DAL
9371,28.0,Texas A&M,2008,2,35,DeAndre Jordan,210.82,LAC
9372,24.0,None,2011,2,42,Davis Bertans,208.28,SAS
9373,36.0,Xavier,2003,1,18,David West,205.74,GSW
9374,24.0,None,Undrafted,Undrafted,Undrafted,David Nwaba,193.04,LAL
9375,34.0,Florida,2005,1,30,David Lee,205.74,SAS
9376,34.0,Arizona,2005,1,8,Channing Frye,210.82,CLE
9377,21.0,Gonzaga,2016,1,11,Domantas Sabonis,210.82,OKC
9378,28.0,Florida,2011,2,38,Chandler Parsons,208.28,MEM
9379,22.0,Michigan,2016,1,20,Caris LeVert,200.66,BKN
9380,24.0,Duke,2012,1,10,Austin Rivers,193.04,LAC
9381,31.0,UCLA,2007,1,27,Arron Afflalo,195.58,SAC
9382,30.0,Washington State,Undrafted,Undrafted,Undrafted,Aron Baynes,208.28,DET
9383,29.0,Syracuse,Undrafted,Undrafted,Undrafted,Arinze Onuaku,205.74,ORL
9384,22.0,Kentucky,2013,1,29,Archie Goodwin,195.58,BKN
9385,32.0,Creighton,Undrafted,Undrafted,Undrafted,Anthony Tolliver,203.2,SAC
9386,31.0,Georgia Tech,Undrafted,Undrafted,Undrafted,Anthony Morrow,195.58,CHI
9387,24.0,Kentucky,2012,1,1,Anthony Davis,210.82,NOP
9388,24.0,Stanford,2015,2,34,Anthony Brown,200.66,ORL
9389,24.0,Nevada-Las Vegas,2013,1,1,Anthony Bennett,203.2,BKN
9390,22.0,Kansas,2014,1,1,Andrew Wiggins,203.2,MIN
9391,27.0,St. Bonaventure,2012,1,19,Andrew Nicholson,205.74,BKN
9392,26.0,Texas,2010,1,19,Avery Bradley,187.96,BOS
9393,22.0,Kentucky,2015,2,44,Andrew Harrison,198.12,MEM
9394,25.0,Colorado,2013,1,26,Andre Roberson,200.66,OKC
9395,33.0,Arizona,2004,1,9,Andre Iguodala,198.12,GSW
9396,23.0,Connecticut,2012,1,9,Andre Drummond,210.82,DET
9397,34.0,None,2004,2,30,Anderson Varejao,210.82,GSW
9398,30.0,None,2005,2,56,Amir Johnson,205.74,BOS
9399,30.0,Alabama,Undrafted,Undrafted,Undrafted,Alonzo Gee,198.12,DEN
9400,25.0,California,2013,2,31,Allen Crabbe,198.12,POR
9401,29.0,None,2008,1,20,Alexis Ajinca,218.44,NOP
9402,23.0,Kentucky,Undrafted,Undrafted,Undrafted,Alex Poythress,200.66,PHI
9403,24.0,Maryland,2013,1,5,Alex Len,215.9,PHX
9404,23.0,None,2013,2,32,Alex Abrines,198.12,OKC
9405,25.0,Colorado,2011,1,12,Alec Burks,198.12,UTA
9406,32.0,Utah,2005,1,1,Andrew Bogut,213.36,CLE
9407,24.0,None,Undrafted,Undrafted,Undrafted,Axel Toupane,200.66,NOP
9408,22.0,Providence,2016,2,51,Ben Bentil,205.74,DAL
9409,24.0,Kansas,2013,1,7,Ben McLemore,195.58,SAC
9410,22.0,Murray State,2015,1,14,Cameron Payne,190.5,CHI
9411,26.0,Washington,2014,1,28,CJ Wilcox,195.58,ORL
9412,30.0,None,2005,2,34,CJ Miles,198.12,IND
9413,25.0,Lehigh,2013,1,10,CJ McCollum,190.5,POR
9414,33.0,Tennessee,Undrafted,Undrafted,Undrafted,C.J. Watson,187.96,ORL
9415,23.0,Oklahoma,2016,1,6,Buddy Hield,193.04,SAC
9416,23.0,Michigan State,Undrafted,Undrafted,Undrafted,Bryn Forbes,190.5,SAS
9417,21.0,None,2014,1,20,Bruno Caboclo,205.74,TOR
9418,29.0,Stanford,2008,1,10,Brook Lopez,213.36,BKN
9419,23.0,North Carolina,2016,1,25,Brice Johnson,208.28,LAC
9420,24.0,Virginia Commonwealth,Undrafted,Undrafted,Undrafted,Briante Weber,187.96,CHA
9421,31.0,Dayton,Undrafted,Undrafted,Undrafted,Brian Roberts,185.42,CHA
9422,31.0,Kansas,2008,1,13,Brandon Rush,198.12,MIN
9423,25.0,Kentucky,2011,1,8,Brandon Knight,190.5,PHX
9424,27.0,None,2009,1,10,Brandon Jennings,185.42,WAS
9425,19.0,Duke,2016,1,2,Brandon Ingram,205.74,LAL
9426,32.0,Louisiana State,2005,2,33,Brandon Bass,203.2,LAC
9427,29.0,North Carolina,2007,1,8,Brandan Wright,208.28,MEM
9428,24.0,Florida,2012,1,3,Bradley Beal,195.58,WAS
9429,35.0,None,2003,1,21,Boris Diaw,203.2,UTA
9430,28.0,None,2011,2,31,Bojan Bogdanovic,203.2,WAS
9431,22.0,Arkansas,2015,1,22,Bobby Portis,210.82,CHI
9432,32.0,Cal State-Fullerton,Undrafted,Undrafted,Undrafted,Bobby Brown,187.96,HOU
9433,28.0,None,Undrafted,Undrafted,Undrafted,Boban Marjanovic,220.98,DET
9434,28.0,Oklahoma,2009,1,1,Blake Griffin,208.28,LAC
9435,24.0,None,2011,1,7,Bismack Biyombo,205.74,ORL
9436,34.0,None,2004,1,28,Beno Udrih,190.5,DET
9437,33.0,Syracuse,2003,1,3,Carmelo Anthony,203.2,NYK
9438,32.0,Minnesota,2004,1,14,Kris Humphries,205.74,ATL
9439,26.0,None,2011,1,20,Donatas Motiejunas,213.36,NOP
9440,25.0,Creighton,2014,1,11,Doug McDermott,203.2,OKC
9441,32.0,Florida,2007,1,9,Joakim Noah,210.82,NYK
9442,27.0,Marquette,2011,1,30,Jimmy Butler,200.66,CHI
9443,28.0,Arizona,2008,1,11,Jerryd Bayless,190.5,PHI
9444,24.0,Notre Dame,2015,1,19,Jerian Grant,193.04,CHI
9445,28.0,Harvard,Undrafted,Undrafted,Undrafted,Jeremy Lin,190.5,BKN
9446,25.0,Connecticut,2012,1,12,Jeremy Lamb,195.58,CHA
9447,23.0,Syracuse,2014,2,39,Jerami Grant,205.74,OKC
9448,27.0,Kansas,2013,2,39,Jeff Withey,213.36,UTA
9449,29.0,Wake Forest,2009,1,19,Jeff Teague,187.96,IND
9450,30.0,Georgetown,2007,1,5,Jeff Green,205.74,ORL
9451,20.0,California,2016,1,3,Jaylen Brown,200.66,BOS
9452,39.0,Arizona,1999,1,10,Jason Terry,187.96,MIL
9453,29.0,Kentucky,2009,2,41,Jodie Meeks,193.04,ORL
9454,31.0,Colorado State,2007,1,20,Jason Smith,213.36,WAS
9455,33.0,Georgia Tech,2005,1,22,Jarrett Jack,190.5,NOP
9456,23.0,Tennessee,2014,2,35,Jarnell Stokes,205.74,DEN
9457,23.0,Louisiana State,2015,1,25,Jarell Martin,208.28,MEM
9458,25.0,Virginia Tech,Undrafted,Undrafted,Undrafted,Jarell Eddie,200.66,PHX
9459,25.0,Ohio State,2012,1,21,Jared Sullinger,205.74,TOR
9460,31.0,Boston College,2007,1,22,Jared Dudley,200.66,PHX
9461,21.0,Kentucky,2014,1,17,James Young,198.12,BOS
9462,24.0,North Carolina,Undrafted,Undrafted,Undrafted,James Michael McAdoo,205.74,GSW
9463,36.0,Miami (FL),2003,2,49,James Jones,203.2,CLE
9464,30.0,Wake Forest,2009,1,16,James Johnson,205.74,MIA
9465,27.0,Arizona State,2009,1,3,James Harden,195.58,HOU
9466,26.0,Long Beach State,2013,2,50,James Ennis III,200.66,MEM
9467,24.0,Iowa,Undrafted,Undrafted,Undrafted,Jarrod Uthoff,205.74,DAL
9468,25.0,Virginia,2014,2,33,Joe Harris,198.12,BKN
9469,29.0,None,Undrafted,Undrafted,Undrafted,Joe Ingles,203.2,UTA
9470,36.0,Arkansas,2001,1,10,Joe Johnson,200.66,UTA
9471,25.0,Syracuse,2015,2,36,Rakeem Christmas,205.74,IND
9472,31.0,Kentucky,2006,1,21,Rajon Rondo,185.42,CHI
9473,23.0,Georgia State,2015,1,28,RJ Hunter,195.58,CHI
9474,24.0,Duke,Undrafted,Undrafted,Undrafted,Quinn Cook,187.96,NOP
9475,26.0,Baylor,2012,2,37,Quincy Acy,200.66,BKN
9476,25.0,Baylor,2013,2,42,Pierre Jackson,177.8,DAL
9477,23.0,None,2016,2,48,Paul Zipser,203.2,CHI
9478,39.0,Kansas,1998,1,10,Paul Pierce,200.66,LAC
9479,32.0,Louisiana Tech,2006,2,47,Paul Millsap,203.2,ATL
9480,27.0,Fresno State,2010,1,10,Paul George,205.74,IND
9481,36.0,None,2001,1,3,Pau Gasol,213.36,SAS
9482,28.0,Saint Mary's (CA),2009,2,55,Patty Mills,182.88,SAS
9483,28.0,Kentucky,2010,1,14,Patrick Patterson,205.74,TOR
9484,21.0,Nevada-Las Vegas,2016,2,38,Patrick McCaw,200.66,GSW
9485,28.0,Arkansas,2009,2,42,Patrick Beverley,185.42,HOU
9486,24.0,George Washington,Undrafted,Undrafted,Undrafted,Patricio Garino,198.12,ORL
9487,24.0,Notre Dame,2015,2,41,Pat Connaughton,195.58,POR
9488,24.0,Louisiana State,2014,2,36,Johnny O'Bryant III,205.74,CHA
9489,26.0,Kentucky,2010,1,1,John Wall,193.04,WAS
9490,34.0,Oklahoma State,Undrafted,Undrafted,Undrafted,John Lucas III,180.34,MIN
9491,26.0,Vanderbilt,2012,1,23,John Jenkins,193.04,PHX
9492,26.0,North Carolina,2012,1,14,John Henson,210.82,MIL
9493,25.0,None,2013,2,55,Joffrey Lauvergne,210.82,CHI
9494,23.0,Kansas,2014,1,3,Joel Embiid,213.36,PHI
9495,23.0,Weber State,2016,2,52,Joel Bolomboy,205.74,UTA
9496,34.0,Nevada-Las Vegas,Undrafted,Undrafted,Undrafted,Joel Anthony,205.74,SAS
9497,25.0,Oregon,2015,2,43,Joe Young,187.96,IND
9498,35.0,Saint Joseph's,2004,1,20,Jameer Nelson,182.88,DEN
9499,24.0,Florida,Undrafted,Undrafted,Undrafted,Dorian Finney-Smith,203.2,DAL
9500,20.0,Kentucky,2016,1,7,Jamal Murray,193.04,DEN
9501,21.0,Utah,2016,1,9,Jakob Poeltl,213.36,TOR
9502,19.0,None,2016,1,13,Georgios Papagiannis,215.9,SAC
9503,24.0,Iowa State,2016,2,50,Georges Niang,203.2,IND
9504,31.0,Indiana Purdue-Indianapolis,2008,1,26,George Hill,190.5,UTA
9505,24.0,Oregon State,Undrafted,Undrafted,Undrafted,Gary Payton II,190.5,MIL
9506,32.0,Towson,Undrafted,Undrafted,Undrafted,Gary Neal,193.04,ATL
9507,22.0,Michigan State,2014,1,19,Gary Harris,193.04,DEN
9508,31.0,Louisiana State,Undrafted,Undrafted,Undrafted,Garrett Temple,198.12,SAC
9509,23.0,Wichita State,Undrafted,Undrafted,Undrafted,Fred VanVleet,182.88,TOR
9510,24.0,Wisconsin,2015,1,9,Frank Kaminsky,213.36,CHA
9511,28.0,Ohio State,2010,1,2,Evan Turner,200.66,POR
9512,24.0,None,2012,1,20,Evan Fournier,200.66,ORL
9513,30.0,None,2005,2,36,Ersan Ilyasova,208.28,ATL
9514,31.0,None,2005,1,18,Gerald Green,200.66,BOS
9515,28.0,Indiana,2008,1,7,Eric Gordon,193.04,HOU
9516,25.0,Kentucky,2011,1,3,Enes Kanter,210.82,OKC
9517,21.0,None,2015,1,7,Emmanuel Mudiay,195.58,DEN
9518,29.0,Alabama-Birmingham,Undrafted,Undrafted,Undrafted,Elijah Millsap,200.66,PHX
9519,23.0,Louisiana-Lafayette,2014,1,10,Elfrid Payton,193.04,ORL
9520,25.0,None,2014,2,43,Edy Tavares,220.98,CLE
9521,28.0,North Carolina,2010,1,13,Ed Davis,208.28,POR
9522,28.0,Purdue,2011,2,55,E'Twaun Moore,193.04,NOP
9523,35.0,Marquette,2003,1,5,Dwyane Wade,193.04,CHI
9524,25.0,Stanford,2014,2,45,Dwight Powell,210.82,DAL
9525,31.0,None,2004,1,1,Dwight Howard,210.82,ATL
9526,27.0,Michigan State,2012,2,35,Draymond Green,200.66,GSW
9527,19.0,None,2016,1,4,Dragan Bender,215.9,PHX
9528,27.0,Kentucky,2010,1,18,Eric Bledsoe,185.42,PHX
9529,29.0,Duke,2009,1,12,Gerald Henderson,195.58,PHI
9530,22.0,None,2013,1,15,Giannis Antetokounmpo,210.82,MIL
9531,23.0,Michigan,2014,2,40,Glenn Robinson III,198.12,IND
9532,23.0,Maryland,2016,2,47,Jake Layman,205.74,POR
9533,21.0,Duke,2015,1,3,Jahlil Okafor,210.82,PHI
9534,26.0,Marquette,2012,2,34,Jae Crowder,198.12,BOS
9535,22.0,Duke,2014,1,2,Jabari Parker,203.2,MIL
9536,29.0,Nevada,2008,1,18,JaVale McGee,213.36,GSW
9537,27.0,Alabama,Undrafted,Undrafted,Undrafted,JaMychal Green,205.74,MEM
9538,31.0,None,2004,1,18,JR Smith,198.12,CLE
9539,33.0,Duke,2006,1,11,JJ Redick,193.04,LAC
9540,33.0,Northeastern,Undrafted,Undrafted,Undrafted,J.J. Barea,182.88,DAL
9541,20.0,None,2016,2,32,Ivica Zubac,215.9,LAL
9542,28.0,Wake Forest,Undrafted,Undrafted,Undrafted,Ish Smith,182.88,DET
9543,22.0,Seton Hall,2016,2,42,Isaiah Whitehead,193.04,BKN
9544,28.0,Washington,2011,2,60,Isaiah Thomas,175.26,BOS
9545,22.0,Texas,Undrafted,Undrafted,Undrafted,Isaiah Taylor,190.5,HOU
9546,26.0,Murray State,2013,2,34,Isaiah Canaan,182.88,CHI
9547,27.0,Georgia Tech,2011,1,17,Iman Shumpert,195.58,CLE
9548,30.0,None,2005,1,28,Ian Mahinmi,210.82,WAS
9549,26.0,Belmont,Undrafted,Undrafted,Undrafted,Ian Clark,190.5,GSW
9550,26.0,Georgetown,Undrafted,Undrafted,Undrafted,Hollis Thompson,203.2,NOP
9551,20.0,Marquette,2016,1,18,Henry Ellenson,210.82,DET
9552,28.0,Marshall,2010,2,33,Hassan Whiteside,213.36,MIA
9553,25.0,North Carolina,2012,1,7,Harrison Barnes,203.2,DAL
9554,30.0,Maryland,2010,1,28,Greivis Vasquez,198.12,BKN
9555,27.0,Georgetown,2010,1,7,Greg Monroe,210.82,MIL
9556,27.0,Louisville,2013,1,21,Gorgui Dieng,210.82,MIN
9557,27.0,Butler,2010,1,9,Gordon Hayward,203.2,UTA
9558,31.0,None,2008,2,45,Goran Dragic,190.5,MIA
9559,37.0,Michigan,2000,1,8,Jamal Crawford,195.58,LAC
9560,23.0,Providence,2016,1,5,Kris Dunn,193.04,MIN
9561,23.0,None,2014,2,41,Nikola Jokic,208.28,DEN
9562,30.0,New Mexico State,Undrafted,Undrafted,Undrafted,Jonathan Gibson,187.96,BOS
9563,36.0,Marquette,2003,1,5,Dwyane Wade,193.04,MIA
9564,26.0,Stanford,2014,2,45,Dwight Powell,210.82,DAL
9565,32.0,None,2004,1,1,Dwight Howard,210.82,CHA
9566,29.0,Marquette,Undrafted,Undrafted,Undrafted,Dwight Buycks,190.5,DET
9567,22.0,Florida State,2017,2,40,Dwayne Bacon,200.66,CHA
9568,28.0,Michigan State,2012,2,35,Draymond Green,200.66,GSW
9569,20.0,None,2016,1,4,Dragan Bender,215.9,PHX
9570,26.0,Creighton,2014,1,11,Doug McDermott,203.2,DAL
9571,25.0,Florida,Undrafted,Undrafted,Undrafted,Dorian Finney-Smith,203.2,DAL
9572,21.0,Louisville,2017,1,13,Donovan Mitchell,190.5,UTA
9573,22.0,Gonzaga,2016,1,11,Domantas Sabonis,208.28,IND
9574,40.0,None,1998,1,9,Dirk Nowitzki,213.36,DAL
9575,26.0,Syracuse,2012,1,4,Dion Waiters,193.04,MIA
9576,22.0,Oregon,2017,2,45,Dillon Brooks,198.12,MEM
9577,21.0,Michigan State,2016,2,31,Deyonta Davis,210.82,MEM
9578,28.0,USC,Undrafted,Undrafted,Undrafted,Dewayne Dedmon,213.36,ATL
9579,23.0,Florida,Undrafted,Undrafted,Undrafted,Devin Robinson,203.2,WAS
9580,35.0,Wisconsin,2004,1,5,Devin Harris,190.5,DEN
9581,21.0,Kentucky,2015,1,13,Devin Booker,198.12,PHX
9582,27.0,Arizona,2011,1,2,Derrick Williams,203.2,LAL
9583,23.0,Colorado,2017,1,29,Derrick White,193.04,SAS
9584,23.0,Michigan,Undrafted,Undrafted,Undrafted,Derrick Walton Jr.,185.42,MIA
